s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m,C,m,C,m,C,m,C,m,C,m,C,m,C,m,C
 9.900E+02, 4.996E+01, 5.038E+01, 5.283E+01, 5.761E+01, 6.527E+01, 8.222E+01, 1.328E+02, 1.643E+02, 1.687E+02, 2.994E+01, 3.059E+01, 3.136E+01, 5.150E+01, 6.382E+01, 9.446E+01, 2.889E+01, 2.882E+01, 2.983E+01, 3.092E+01, 4.292E+01, 5.237E+01, 6.430E+01, 7.358E+01, 7.472E+01, 6.974E+01, 2.747E+01, 2.767E+01, 2.935E+01, 3.222E+01, 4.273E+01, 5.700E+01, 6.603E+01, 7.161E+01, 7.234E+01, 5.693E+01, 2.522E+01, 2.584E+01, 2.921E+01, 3.308E+01, 4.436E+01, 5.652E+01, 6.795E+01, 6.994E+01, 6.995E+01, 5.142E+01, 2.259E+01, 2.311E+01, 2.449E+01, 2.685E+01, 3.297E+01, 5.640E+01, 6.671E+01, 6.979E+01, 2.564E+01, 2.779E+01, 3.187E+01, 3.409E+01, 4.398E+01, 5.273E+01, 5.691E+01, 5.872E+01, 2.553E+01, 2.679E+01, 3.059E+01, 3.778E+01, 5.012E+01, 5.416E+01, 5.524E+01, 5.600E+01, 5.596E+01, 3.669E+01, 1.464E+00, 1.215E+02, 1.037E+00, 1.013E+02, 1.290E+00, 6.238E+01, 1.160E+00, 6.075E+01, 9.376E-01, 5.704E+01, 1.326E+00, 6.030E+01, 9.769E-01, 5.265E+01, 9.351E-01, 5.108E+01
 1.005E+03, 4.911E+01, 4.902E+01, 5.123E+01, 5.576E+01, 6.383E+01, 8.021E+01, 1.236E+02, 1.560E+02, 1.614E+02, 2.982E+01, 3.048E+01, 3.092E+01, 5.166E+01, 6.201E+01, 9.100E+01, 2.858E+01, 2.848E+01, 3.009E+01, 3.120E+01, 4.196E+01, 5.075E+01, 5.979E+01, 6.976E+01, 7.118E+01, 6.786E+01, 2.732E+01, 2.742E+01, 2.864E+01, 3.167E+01, 4.150E+01, 5.444E+01, 6.284E+01, 6.838E+01, 6.931E+01, 5.561E+01, 2.509E+01, 2.593E+01, 2.931E+01, 3.269E+01, 4.362E+01, 5.400E+01, 6.437E+01, 6.662E+01, 6.676E+01, 5.035E+01, 2.232E+01, 2.259E+01, 2.371E+01, 2.602E+01, 3.359E+01, 5.468E+01, 6.283E+01, 6.657E+01, 2.573E+01, 2.741E+01, 3.148E+01, 3.441E+01, 4.323E+01, 5.068E+01, 5.458E+01, 5.653E+01, 2.540E+01, 2.672E+01, 3.165E+01, 3.733E+01, 4.817E+01, 5.202E+01, 5.345E+01, 5.405E+01, 5.389E+01, 3.640E+01, 1.486E+00, 1.168E+02, 1.070E+00, 9.850E+01, 1.246E+00, 5.906E+01, 1.150E+00, 5.834E+01, 9.133E-01, 5.454E+01, 1.298E+00, 5.755E+01, 9.838E-01, 5.106E+01, 9.295E-01, 4.917E+01
 1.020E+03, 4.824E+01, 4.857E+01, 5.008E+01, 5.357E+01, 5.991E+01, 7.472E+01, 1.162E+02, 1.496E+02, 1.552E+02, 2.967E+01, 3.046E+01, 3.052E+01, 4.713E+01, 6.070E+01, 8.658E+01, 2.865E+01, 2.834E+01, 2.971E+01, 3.129E+01, 4.189E+01, 4.911E+01, 5.727E+01, 6.696E+01, 6.776E+01, 6.620E+01, 2.716E+01, 2.723E+01, 2.854E+01, 3.140E+01, 4.061E+01, 5.275E+01, 6.102E+01, 6.533E+01, 6.629E+01, 5.443E+01, 2.474E+01, 2.527E+01, 2.843E+01, 3.183E+01, 4.294E+01, 5.225E+01, 6.180E+01, 6.383E+01, 6.400E+01, 4.939E+01, 2.256E+01, 2.296E+01, 2.393E+01, 2.603E+01, 3.184E+01, 5.295E+01, 6.044E+01, 6.401E+01, 2.559E+01, 2.731E+01, 3.117E+01, 3.382E+01, 4.178E+01, 4.925E+01, 5.296E+01, 5.452E+01, 2.543E+01, 2.675E+01, 3.025E+01, 3.591E+01, 4.586E+01, 5.003E+01, 5.158E+01, 5.242E+01, 5.243E+01, 3.617E+01, 1.488E+00, 1.121E+02, 1.058E+00, 9.437E+01, 1.256E+00, 5.714E+01, 1.168E+00, 5.641E+01, 9.671E-01, 5.360E+01, 1.320E+00, 5.623E+01, 9.576E-01, 4.908E+01, 9.166E-01, 4.741E+01
 1.035E+03, 4.701E+01, 4.758E+01, 4.987E+01, 5.318E+01, 5.817E+01, 7.069E+01, 1.119E+02, 1.438E+02, 1.497E+02, 2.926E+01, 2.987E+01, 3.023E+01, 4.505E+01, 5.911E+01, 8.412E+01, 2.818E+01, 2.809E+01, 2.928E+01, 3.049E+01, 3.929E+01, 4.578E+01, 5.497E+01, 6.416E+01, 6.572E+01, 6.479E+01, 2.682E+01, 2.692E+01, 2.849E+01, 3.110E+01, 3.995E+01, 5.118E+01, 5.777E+01, 6.377E+01, 6.424E+01, 5.336E+01, 2.457E+01, 2.492E+01, 2.758E+01, 3.205E+01, 4.161E+01, 5.164E+01, 5.993E+01, 6.170E+01, 6.188E+01, 4.855E+01, 2.246E+01, 2.262E+01, 2.327E+01, 2.491E+01, 3.241E+01, 5.121E+01, 5.888E+01, 6.193E+01, 2.549E+01, 2.725E+01, 3.079E+01, 3.290E+01, 4.095E+01, 4.786E+01, 5.134E+01, 5.252E+01, 2.544E+01, 2.660E+01, 2.994E+01, 3.533E+01, 4.471E+01, 4.917E+01, 5.023E+01, 5.089E+01, 5.081E+01, 3.592E+01, 1.516E+00, 1.098E+02, 1.063E+00, 9.114E+01, 1.304E+00, 5.505E+01, 1.122E+00, 5.405E+01, 9.163E-01, 5.184E+01, 1.315E+00, 5.395E+01, 9.374E-01, 4.753E+01, 9.243E-01, 4.651E+01
 1.050E+03, 4.609E+01, 4.634E+01, 4.852E+01, 5.213E+01, 5.703E+01, 6.907E+01, 1.073E+02, 1.383E+02, 1.449E+02, 2.932E+01, 2.962E+01, 3.012E+01, 4.371E+01, 5.728E+01, 8.167E+01, 2.779E+01, 2.775E+01, 2.915E+01, 3.026E+01, 3.791E+01, 4.590E+01, 5.308E+01, 6.202E+01, 6.396E+01, 6.348E+01, 2.650E+01, 2.663E+01, 2.839E+01, 3.090E+01, 3.948E+01, 4.931E+01, 5.637E+01, 6.171E+01, 6.253E+01, 5.243E+01, 2.462E+01, 2.561E+01, 2.850E+01, 3.172E+01, 4.111E+01, 5.100E+01, 5.817E+01, 5.994E+01, 6.038E+01, 4.781E+01, 2.234E+01, 2.264E+01, 2.373E+01, 2.563E+01, 3.219E+01, 4.983E+01, 5.732E+01, 6.032E+01, 2.550E+01, 2.699E+01, 3.076E+01, 3.279E+01, 4.074E+01, 4.675E+01, 5.009E+01, 5.133E+01, 2.536E+01, 2.648E+01, 3.016E+01, 3.588E+01, 4.362E+01, 4.771E+01, 4.899E+01, 4.964E+01, 4.963E+01, 3.569E+01, 1.487E+00, 1.038E+02, 1.048E+00, 8.777E+01, 1.268E+00, 5.332E+01, 1.137E+00, 5.287E+01, 9.163E-01, 5.069E+01, 1.319E+00, 5.303E+01, 9.640E-01, 4.703E+01, 9.019E-01, 4.517E+01
 1.065E+03, 4.545E+01, 4.576E+01, 4.787E+01, 5.126E+01, 5.630E+01, 6.910E+01, 1.022E+02, 1.341E+02, 1.406E+02, 2.922E+01, 2.923E+01, 3.010E+01, 4.672E+01, 5.704E+01, 7.984E+01, 2.778E+01, 2.765E+01, 2.896E+01, 2.997E+01, 3.774E+01, 4.473E+01, 5.196E+01, 5.994E+01, 6.175E+01, 6.232E+01, 2.638E+01, 2.658E+01, 2.819E+01, 3.070E+01, 3.869E+01, 4.867E+01, 5.508E+01, 5.970E+01, 6.046E+01, 5.157E+01, 2.437E+01, 2.500E+01, 2.837E+01, 3.105E+01, 4.044E+01, 5.005E+01, 5.646E+01, 5.818E+01, 5.873E+01, 4.711E+01, 2.234E+01, 2.262E+01, 2.363E+01, 2.532E+01, 3.108E+01, 4.927E+01, 5.612E+01, 5.840E+01, 2.538E+01, 2.659E+01, 2.999E+01, 3.223E+01, 3.946E+01, 4.570E+01, 4.903E+01, 5.003E+01, 2.542E+01, 2.655E+01, 2.915E+01, 3.428E+01, 4.245E+01, 4.673E+01, 4.785E+01, 4.872E+01, 4.887E+01, 3.549E+01, 1.477E+00, 1.004E+02, 1.056E+00, 8.578E+01, 1.269E+00, 5.236E+01, 1.128E+00, 5.168E+01, 8.799E-01, 4.885E+01, 1.306E+00, 5.162E+01, 9.858E-01, 4.592E+01, 9.699E-01, 4.489E+01
 1.080E+03, 4.479E+01, 4.529E+01, 4.689E+01, 4.993E+01, 5.507E+01, 6.647E+01, 9.978E+01, 1.293E+02, 1.357E+02, 2.906E+01, 2.929E+01, 2.957E+01, 4.600E+01, 5.570E+01, 7.741E+01, 2.770E+01, 2.758E+01, 2.860E+01, 3.019E+01, 3.857E+01, 4.342E+01, 5.069E+01, 5.874E+01, 6.063E+01, 6.125E+01, 2.651E+01, 2.665E+01, 2.803E+01, 3.052E+01, 3.861E+01, 4.791E+01, 5.378E+01, 5.875E+01, 5.893E+01, 5.079E+01, 2.430E+01, 2.600E+01, 2.880E+01, 3.060E+01, 3.978E+01, 4.878E+01, 5.521E+01, 5.700E+01, 5.745E+01, 4.651E+01, 2.244E+01, 2.280E+01, 2.374E+01, 2.539E+01, 3.132E+01, 4.816E+01, 5.491E+01, 5.720E+01, 2.504E+01, 2.645E+01, 2.941E+01, 3.164E+01, 3.851E+01, 4.480E+01, 4.823E+01, 4.964E+01, 2.517E+01, 2.639E+01, 2.859E+01, 3.316E+01, 4.209E+01, 4.589E+01, 4.690E+01, 4.767E+01, 4.775E+01, 3.528E+01, 1.541E+00, 1.013E+02, 1.029E+00, 8.223E+01, 1.284E+00, 5.114E+01, 1.139E+00, 5.096E+01, 8.664E-01, 4.790E+01, 1.309E+00, 5.069E+01, 9.796E-01, 4.538E+01, 9.291E-01, 4.388E+01
 1.095E+03, 4.428E+01, 4.457E+01, 4.601E+01, 4.891E+01, 5.368E+01, 6.454E+01, 9.634E+01, 1.263E+02, 1.326E+02, 2.869E+01, 2.893E+01, 2.936E+01, 4.274E+01, 5.489E+01, 7.498E+01, 2.779E+01, 2.759E+01, 2.821E+01, 2.929E+01, 3.918E+01, 4.312E+01, 4.861E+01, 5.505E+01, 5.803E+01, 6.023E+01, 2.644E+01, 2.659E+01, 2.789E+01, 3.042E+01, 3.821E+01, 4.691E+01, 5.230E+01, 5.769E+01, 5.804E+01, 5.008E+01, 2.478E+01, 2.654E+01, 2.848E+01, 3.074E+01, 3.879E+01, 4.863E+01, 5.423E+01, 5.596E+01, 5.644E+01, 4.596E+01, 2.231E+01, 2.264E+01, 2.353E+01, 2.522E+01, 3.262E+01, 4.725E+01, 5.386E+01, 5.626E+01, 2.511E+01, 2.637E+01, 2.973E+01, 3.221E+01, 3.877E+01, 4.392E+01, 4.752E+01, 4.890E+01, 2.504E+01, 2.604E+01, 2.843E+01, 3.372E+01, 4.162E+01, 4.500E+01, 4.597E+01, 4.676E+01, 4.684E+01, 3.510E+01, 1.545E+00, 9.871E+01, 1.057E+00, 8.126E+01, 1.261E+00, 4.891E+01, 1.107E+00, 4.948E+01, 8.796E-01, 4.743E+01, 1.321E+00, 5.004E+01, 9.721E-01, 4.472E+01, 9.293E-01, 4.331E+01
 1.110E+03, 4.367E+01, 4.360E+01, 4.521E+01, 4.810E+01, 5.300E+01, 6.343E+01, 9.517E+01, 1.229E+02, 1.291E+02, 2.841E+01, 2.885E+01, 2.917E+01, 4.341E+01, 5.313E+01, 7.397E+01, 2.755E+01, 2.744E+01, 2.812E+01, 2.911E+01, 3.863E+01, 4.256E+01, 4.848E+01, 5.505E+01, 5.728E+01, 5.930E+01, 2.623E+01, 2.653E+01, 2.794E+01, 3.030E+01, 3.767E+01, 4.630E+01, 5.102E+01, 5.647E+01, 5.694E+01, 4.943E+01, 2.435E+01, 2.502E+01, 2.808E+01, 3.066E+01, 3.901E+01, 4.776E+01, 5.296E+01, 5.454E+01, 5.514E+01, 4.543E+01, 2.234E+01, 2.273E+01, 2.356E+01, 2.530E+01, 3.137E+01, 4.693E+01, 5.240E+01, 5.486E+01, 2.512E+01, 2.643E+01, 3.024E+01, 3.250E+01, 3.896E+01, 4.338E+01, 4.656E+01, 4.757E+01, 2.504E+01, 2.611E+01, 2.878E+01, 3.390E+01, 4.173E+01, 4.448E+01, 4.546E+01, 4.617E+01, 4.645E+01, 3.493E+01, 1.511E+00, 9.403E+01, 1.058E+00, 7.933E+01, 1.287E+00, 4.934E+01, 1.120E+00, 4.874E+01, 8.833E-01, 4.655E+01, 1.338E+00, 4.910E+01, 9.331E-01, 4.374E+01, 8.964E-01, 4.273E+01
 1.125E+03, 4.259E+01, 4.308E+01, 4.464E+01, 4.790E+01, 5.219E+01, 6.325E+01, 9.184E+01, 1.199E+02, 1.260E+02, 2.817E+01, 2.882E+01, 2.899E+01, 4.244E+01, 5.279E+01, 7.233E+01, 2.738E+01, 2.735E+01, 2.826E+01, 2.924E+01, 3.686E+01, 4.258E+01, 4.848E+01, 5.487E+01, 5.642E+01, 5.845E+01, 2.628E+01, 2.652E+01, 2.778E+01, 3.011E+01, 3.738E+01, 4.570E+01, 5.051E+01, 5.519E+01, 5.547E+01, 4.881E+01, 2.434E+01, 2.548E+01, 2.819E+01, 3.066E+01, 3.843E+01, 4.705E+01, 5.207E+01, 5.355E+01, 5.403E+01, 4.493E+01, 2.232E+01, 2.254E+01, 2.325E+01, 2.515E+01, 3.036E+01, 4.639E+01, 5.187E+01, 5.362E+01, 2.522E+01, 2.631E+01, 3.020E+01, 3.230E+01, 3.874E+01, 4.302E+01, 4.582E+01, 4.712E+01, 2.511E+01, 2.600E+01, 2.920E+01, 3.444E+01, 4.108E+01, 4.405E+01, 4.497E+01, 4.556E+01, 4.570E+01, 3.477E+01, 1.506E+00, 9.225E+01, 1.066E+00, 7.823E+01, 1.271E+00, 4.854E+01, 1.108E+00, 4.803E+01, 8.629E-01, 4.580E+01, 1.308E+00, 4.816E+01, 9.571E-01, 4.354E+01, 8.913E-01, 4.220E+01
 1.140E+03, 4.291E+01, 4.272E+01, 4.436E+01, 4.681E+01, 5.103E+01, 5.890E+01, 9.099E+01, 1.164E+02, 1.229E+02, 2.855E+01, 2.876E+01, 2.893E+01, 4.251E+01, 5.250E+01, 7.056E+01, 2.760E+01, 2.739E+01, 2.827E+01, 2.969E+01, 3.664E+01, 4.139E+01, 4.759E+01, 5.420E+01, 5.565E+01, 5.765E+01, 2.630E+01, 2.643E+01, 2.766E+01, 2.999E+01, 3.699E+01, 4.531E+01, 4.949E+01, 5.450E+01, 5.490E+01, 4.824E+01, 2.435E+01, 2.554E+01, 2.781E+01, 3.050E+01, 3.801E+01, 4.644E+01, 5.120E+01, 5.279E+01, 5.325E+01, 4.447E+01, 2.236E+01, 2.266E+01, 2.336E+01, 2.513E+01, 2.993E+01, 4.559E+01, 5.096E+01, 5.282E+01, 2.521E+01, 2.631E+01, 2.987E+01, 3.172E+01, 3.780E+01, 4.241E+01, 4.509E+01, 4.611E+01, 2.494E+01, 2.598E+01, 2.896E+01, 3.399E+01, 4.088E+01, 4.357E+01, 4.448E+01, 4.491E+01, 4.493E+01, 3.461E+01, 1.555E+00, 9.211E+01, 1.055E+00, 7.622E+01, 1.300E+00, 4.788E+01, 1.128E+00, 4.765E+01, 8.933E-01, 4.548E+01, 1.313E+00, 4.732E+01, 9.565E-01, 4.284E+01, 8.842E-01, 4.151E+01
 1.155E+03, 4.201E+01, 4.237E+01, 4.395E+01, 4.622E+01, 5.034E+01, 5.787E+01, 8.806E+01, 1.144E+02, 1.203E+02, 2.841E+01, 2.854E+01, 2.892E+01, 4.265E+01, 5.206E+01, 6.962E+01, 2.742E+01, 2.732E+01, 2.824E+01, 2.959E+01, 3.689E+01, 4.089E+01, 4.568E+01, 5.175E+01, 5.392E+01, 5.690E+01, 2.606E+01, 2.625E+01, 2.766E+01, 2.980E+01, 3.683E+01, 4.460E+01, 4.836E+01, 5.374E+01, 5.414E+01, 4.772E+01, 2.434E+01, 2.524E+01, 2.821E+01, 3.061E+01, 3.769E+01, 4.599E+01, 5.046E+01, 5.208E+01, 5.251E+01, 4.404E+01, 2.231E+01, 2.261E+01, 2.340E+01, 2.520E+01, 3.010E+01, 4.453E+01, 5.036E+01, 5.216E+01, 2.505E+01, 2.638E+01, 2.951E+01, 3.182E+01, 3.739E+01, 4.188E+01, 4.490E+01, 4.558E+01, 2.485E+01, 2.602E+01, 2.886E+01, 3.376E+01, 4.008E+01, 4.265E+01, 4.392E+01, 4.438E+01, 4.441E+01, 3.446E+01, 1.485E+00, 8.714E+01, 1.057E+00, 7.487E+01, 1.246E+00, 4.646E+01, 1.116E+00, 4.659E+01, 8.467E-01, 4.443E+01, 1.284E+00, 4.684E+01, 9.165E-01, 4.203E+01, 8.799E-01, 4.096E+01
 1.170E+03, 4.164E+01, 4.219E+01, 4.370E+01, 4.635E+01, 5.034E+01, 5.947E+01, 8.596E+01, 1.115E+02, 1.181E+02, 2.800E+01, 2.826E+01, 2.862E+01, 4.286E+01, 5.120E+01, 6.834E+01, 2.730E+01, 2.717E+01, 2.811E+01, 2.925E+01, 3.695E+01, 4.093E+01, 4.543E+01, 5.217E+01, 5.410E+01, 5.624E+01, 2.598E+01, 2.623E+01, 2.770E+01, 2.970E+01, 3.663E+01, 4.401E+01, 4.776E+01, 5.318E+01, 5.362E+01, 4.723E+01, 2.430E+01, 2.475E+01, 2.775E+01, 2.994E+01, 3.712E+01, 4.541E+01, 4.983E+01, 5.125E+01, 5.176E+01, 4.364E+01, 2.234E+01, 2.277E+01, 2.391E+01, 2.548E+01, 3.083E+01, 4.461E+01, 4.946E+01, 5.146E+01, 2.487E+01, 2.643E+01, 2.955E+01, 3.169E+01, 3.718E+01, 4.157E+01, 4.454E+01, 4.518E+01, 2.479E+01, 2.586E+01, 2.909E+01, 3.393E+01, 4.030E+01, 4.262E+01, 4.348E+01, 4.385E+01, 4.387E+01, 3.431E+01, 1.534E+00, 8.782E+01, 1.062E+00, 7.381E+01, 1.248E+00, 4.643E+01, 1.090E+00, 4.598E+01, 8.997E-01, 4.431E+01, 1.280E+00, 4.604E+01, 9.188E-01, 4.162E+01, 8.959E-01, 4.095E+01
 1.185E+03, 4.141E+01, 4.188E+01, 4.312E+01, 4.551E+01, 4.971E+01, 5.985E+01, 8.301E+01, 1.092E+02, 1.159E+02, 2.802E+01, 2.815E+01, 2.844E+01, 3.999E+01, 5.040E+01, 6.718E+01, 2.718E+01, 2.701E+01, 2.800E+01, 2.880E+01, 3.638E+01, 4.082E+01, 4.516E+01, 5.144E+01, 5.301E+01, 5.558E+01, 2.589E+01, 2.616E+01, 2.758E+01, 2.972E+01, 3.648E+01, 4.304E+01, 4.736E+01, 5.259E+01, 5.282E+01, 4.674E+01, 2.419E+01, 2.469E+01, 2.777E+01, 2.946E+01, 3.690E+01, 4.425E+01, 4.913E+01, 5.058E+01, 5.081E+01, 4.323E+01, 2.234E+01, 2.259E+01, 2.347E+01, 2.513E+01, 3.107E+01, 4.399E+01, 4.889E+01, 5.047E+01, 2.483E+01, 2.645E+01, 2.940E+01, 3.111E+01, 3.696E+01, 4.140E+01, 4.414E+01, 4.473E+01, 2.482E+01, 2.570E+01, 2.879E+01, 3.311E+01, 3.936E+01, 4.189E+01, 4.286E+01, 4.330E+01, 4.335E+01, 3.418E+01, 1.527E+00, 8.551E+01, 1.061E+00, 7.240E+01, 1.261E+00, 4.586E+01, 1.087E+00, 4.552E+01, 9.151E-01, 4.391E+01, 1.260E+00, 4.496E+01, 9.297E-01, 4.122E+01, 9.067E-01, 4.023E+01
 1.200E+03, 4.082E+01, 4.097E+01, 4.258E+01, 4.485E+01, 4.846E+01, 5.699E+01, 8.172E+01, 1.071E+02, 1.133E+02, 2.775E+01, 2.800E+01, 2.867E+01, 4.200E+01, 4.975E+01, 6.546E+01, 2.717E+01, 2.698E+01, 2.773E+01, 2.844E+01, 3.602E+01, 4.012E+01, 4.412E+01, 5.004E+01, 5.200E+01, 5.495E+01, 2.588E+01, 2.610E+01, 2.743E+01, 2.961E+01, 3.602E+01, 4.259E+01, 4.723E+01, 5.178E+01, 5.206E+01, 4.629E+01, 2.372E+01, 2.389E+01, 2.736E+01, 2.910E+01, 3.619E+01, 4.378E+01, 4.886E+01, 5.001E+01, 5.047E+01, 4.289E+01, 2.241E+01, 2.282E+01, 2.374E+01, 2.536E+01, 3.088E+01, 4.396E+01, 4.840E+01, 5.002E+01, 2.481E+01, 2.612E+01, 2.875E+01, 3.024E+01, 3.599E+01, 4.067E+01, 4.367E+01, 4.462E+01, 2.490E+01, 2.589E+01, 2.812E+01, 3.190E+01, 3.849E+01, 4.161E+01, 4.251E+01, 4.291E+01, 4.287E+01, 3.405E+01, 1.592E+00, 8.669E+01, 1.092E+00, 7.200E+01, 1.325E+00, 4.545E+01, 1.130E+00, 4.524E+01, 9.044E-01, 4.353E+01, 1.263E+00, 4.494E+01, 9.650E-01, 4.100E+01, 9.039E-01, 3.976E+01
